voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
34500,Africa.; port unspecified,Other Africa,1825-08-19,Americas; port unspecified,Americas,1826-06-14
34501,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-06-12,Americas; port unspecified,Americas,1825-12-19
34503,Calabar,Bight of Biafra and Gulf of Guinea islands,1825-05-10,Santiago de Cuba,Cuba,1826-04-21
34505,Sherbro,Sierra Leone,1825-05-23,,,
34516,Africa.; port unspecified,Other Africa,1825-06-09,West Indies (colony unspecified),Other Caribbean,
34517,Africa.; port unspecified,Other Africa,1825-01-05,Americas; port unspecified,Americas,1825-11-04
34519,Africa.; port unspecified,Other Africa,1825-??-??,,,
34522,Gallinhas,Sierra Leone,1825-10-22,Americas; port unspecified,Americas,1826-03-17
34523,Sherbro,Sierra Leone,1825-??-??,,,
34524,Africa.; port unspecified,Other Africa,1825-??-??,,,
34529,Africa.; port unspecified,Other Africa,1825-??-??,Santiago de Cuba,Cuba,
34531,Africa.; port unspecified,Other Africa,1825-03-31,Americas; port unspecified,Americas,1825-08-31
34532,Africa.; port unspecified,Other Africa,1825-10-05,Americas; port unspecified,Americas,1826-04-11
34533,Africa.; port unspecified,Other Africa,1825-??-??,,,
34536,River Brass,Bight of Biafra and Gulf of Guinea islands,1825-07-22,Americas; port unspecified,Americas,1826-05-15
34538,Gallinhas,Sierra Leone,1825-??-??,,,
34539,Gallinhas,Sierra Leone,1825-??-??,,,
34544,Africa.; port unspecified,Other Africa,1825-04-19,Santiago de Cuba,Cuba,1826-02-05
40579,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40580,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40583,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40584,Luanda,West Central Africa and St. Helena,1824-11-04,Pernambuco; port unspecified,Pernambuco,
40585,Malembo,West Central Africa and St. Helena,1825-03-16,Pernambuco; port unspecified,Pernambuco,
40587,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40591,Luanda,West Central Africa and St. Helena,1825-03-11,Pernambuco; port unspecified,Pernambuco,
41299,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
41546,Africa.; port unspecified,Other Africa,,Havana,Cuba,
41547,Africa.; port unspecified,Other Africa,1825-06-26,,,
41548,Africa.; port unspecified,Other Africa,1825-05-05,,,
37307,Africa.; port unspecified,Other Africa,1824-08-21,Trinidad de Cuba,Cuba,
39026,Africa.; port unspecified,Other Africa,,Havana,Cuba,
47008,Malembo,West Central Africa and St. Helena,1825-07-29,Rio de Janeiro,Southeast Brazil,
47009,Malembo,West Central Africa and St. Helena,1825-03-11,Pernambuco; port unspecified,Pernambuco,
47010,Luanda,West Central Africa and St. Helena,1825-04-22,Pernambuco; port unspecified,Pernambuco,
47018,Malembo,West Central Africa and St. Helena,1825-08-29,Pernambuco; port unspecified,Pernambuco,
47019,Malembo,West Central Africa and St. Helena,1825-02-25,Pernambuco; port unspecified,Pernambuco,
47021,Malembo,West Central Africa and St. Helena,1825-05-11,Pernambuco; port unspecified,Pernambuco,
48755,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48875,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48876,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48877,Luanda,West Central Africa and St. Helena,,Maranhão,Amazonia,
48879,Luanda,West Central Africa and St. Helena,1825-03-26,Pernambuco; port unspecified,Pernambuco,
48880,Luanda,West Central Africa and St. Helena,1825-01-13,Pernambuco; port unspecified,Pernambuco,
48882,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48885,Luanda,West Central Africa and St. Helena,,Maranhão,Amazonia,
48886,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49052,Ambriz,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49792,Benguela,West Central Africa and St. Helena,1825-06-23,Pernambuco; port unspecified,Pernambuco,
49999,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
47325,Luanda,West Central Africa and St. Helena,1825-06-11,Brazil; region unspecified,Other Brazil,
46809,Malembo,West Central Africa and St. Helena,1825-05-25,Bahia; port unspecified,Bahia,
46810,Ambriz,West Central Africa and St. Helena,1825-06-30,Bahia; port unspecified,Bahia,
46811,Cabinda,West Central Africa and St. Helena,1825-11-25,Bahia; port unspecified,Bahia,
46812,Ambriz,West Central Africa and St. Helena,1825-12-23,Bahia; port unspecified,Bahia,
46815,Malembo,West Central Africa and St. Helena,1825-05-27,Bahia; port unspecified,Bahia,
46817,Malembo,West Central Africa and St. Helena,1825-01-15,Bahia; port unspecified,Bahia,
49105,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49106,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
47998,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
900117,Malembo,West Central Africa and St. Helena,1825-10-03,Bahia; port unspecified,Bahia,
900118,Malembo,West Central Africa and St. Helena,1825-01-08,Bahia; port unspecified,Bahia,
466,Africa.; port unspecified,Other Africa,1824-05-??,Cuba; south coast,Cuba,
467,Africa.; port unspecified,Other Africa,1825-04-01,Cuba; south coast,Cuba,
468,Africa.; port unspecified,Other Africa,1825-06-26,Cuba; south coast,Cuba,
469,Africa.; port unspecified,Other Africa,1825-06-26,Cuba; south coast,Cuba,
470,Africa.; port unspecified,Other Africa,1825-05-22,Cuba; south coast,Cuba,
471,Africa.; port unspecified,Other Africa,1825-05-05,Cuba; south coast,Cuba,
472,Africa.; port unspecified,Other Africa,1825-05-05,Cuba; south coast,Cuba,
473,Africa.; port unspecified,Other Africa,,Cuba; south coast,Cuba,
474,Africa.; port unspecified,Other Africa,1825-05-05,Cuba; south coast,Cuba,
475,Africa.; port unspecified,Other Africa,1824-08-23,Trinidad de Cuba,Cuba,
489,Whydah,Bight of Benin,1824-05-19,Bahia; port unspecified,Bahia,
490,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
491,Malembo,West Central Africa and St. Helena,1824-07-31,Bahia; port unspecified,Bahia,
492,Malembo,West Central Africa and St. Helena,1824-10-30,Bahia; port unspecified,Bahia,
493,Malembo,West Central Africa and St. Helena,1824-07-30,Bahia; port unspecified,Bahia,
494,Malembo,West Central Africa and St. Helena,1824-11-06,Bahia; port unspecified,Bahia,
495,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
496,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
497,Mozambique,Southeast Africa and Indian Ocean islands,1824-05-20,Rio de Janeiro,Southeast Brazil,
498,Quilimane,Southeast Africa and Indian Ocean islands,1824-05-12,Rio de Janeiro,Southeast Brazil,
499,Mozambique,Southeast Africa and Indian Ocean islands,1824-05-26,Rio de Janeiro,Southeast Brazil,
500,Cabinda,West Central Africa and St. Helena,1824-07-26,Rio de Janeiro,Southeast Brazil,
501,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
502,Luanda,West Central Africa and St. Helena,1824-08-26,Rio de Janeiro,Southeast Brazil,
503,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
504,Mozambique,Southeast Africa and Indian Ocean islands,1824-07-20,Rio de Janeiro,Southeast Brazil,
505,Mozambique,Southeast Africa and Indian Ocean islands,1824-06-29,Rio de Janeiro,Southeast Brazil,
506,Quilimane,Southeast Africa and Indian Ocean islands,1824-06-27,Rio de Janeiro,Southeast Brazil,
507,Ambriz,West Central Africa and St. Helena,1824-09-22,Rio de Janeiro,Southeast Brazil,
508,Quilimane,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
509,Luanda,West Central Africa and St. Helena,1824-08-12,Rio de Janeiro,Southeast Brazil,
510,Quilimane,Southeast Africa and Indian Ocean islands,1824-08-10,Rio de Janeiro,Southeast Brazil,
511,Cabinda,West Central Africa and St. Helena,1824-08-09,Rio de Janeiro,Southeast Brazil,
512,Luanda,West Central Africa and St. Helena,1824-10-09,Rio de Janeiro,Southeast Brazil,
513,Quilimane,Southeast Africa and Indian Ocean islands,1824-08-16,Rio de Janeiro,Southeast Brazil,
514,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
515,Quilimane,Southeast Africa and Indian Ocean islands,1824-06-14,Rio de Janeiro,Southeast Brazil,
516,Ambriz,West Central Africa and St. Helena,1824-08-28,Rio de Janeiro,Southeast Brazil,
517,Benguela,West Central Africa and St. Helena,1824-08-14,Rio de Janeiro,Southeast Brazil,
518,Mozambique,Southeast Africa and Indian Ocean islands,1824-08-09,Rio de Janeiro,Southeast Brazil,
519,Luanda,West Central Africa and St. Helena,1824-09-14,Rio de Janeiro,Southeast Brazil,
520,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
521,Benguela,West Central Africa and St. Helena,1824-11-06,Rio de Janeiro,Southeast Brazil,
522,Quilimane,Southeast Africa and Indian Ocean islands,1824-09-16,Rio de Janeiro,Southeast Brazil,
523,Cabinda,West Central Africa and St. Helena,1824-11-22,Rio de Janeiro,Southeast Brazil,
524,Luanda,West Central Africa and St. Helena,1825-02-05,Rio de Janeiro,Southeast Brazil,
525,Ambriz,West Central Africa and St. Helena,1824-08-09,Rio de Janeiro,Southeast Brazil,
526,Cabinda,West Central Africa and St. Helena,1824-12-03,Rio de Janeiro,Southeast Brazil,
527,Quilimane,Southeast Africa and Indian Ocean islands,1824-09-25,Rio de Janeiro,Southeast Brazil,
528,Luanda,West Central Africa and St. Helena,1824-10-14,Rio de Janeiro,Southeast Brazil,
529,Malembo,West Central Africa and St. Helena,1824-11-01,Rio de Janeiro,Southeast Brazil,
530,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
531,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
532,Luanda,West Central Africa and St. Helena,1824-10-26,Rio de Janeiro,Southeast Brazil,
533,Malembo,West Central Africa and St. Helena,1824-09-28,Rio de Janeiro,Southeast Brazil,
534,Ambriz,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
535,Luanda,West Central Africa and St. Helena,1824-09-25,Rio de Janeiro,Southeast Brazil,
536,Luanda,West Central Africa and St. Helena,1824-08-27,Rio de Janeiro,Southeast Brazil,
537,Ambriz,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
538,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
539,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
540,Luanda,West Central Africa and St. Helena,1824-12-13,Rio de Janeiro,Southeast Brazil,
541,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
542,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
543,Luanda,West Central Africa and St. Helena,1825-02-08,Rio de Janeiro,Southeast Brazil,
544,Luanda,West Central Africa and St. Helena,1825-03-14,Rio de Janeiro,Southeast Brazil,
545,Luanda,West Central Africa and St. Helena,1825-02-09,Rio de Janeiro,Southeast Brazil,
546,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
547,Congo River,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
548,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
550,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
551,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
552,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
553,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
565,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
566,Ambriz,West Central Africa and St. Helena,1825-04-15,Bahia; port unspecified,Bahia,
567,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
569,Malembo,West Central Africa and St. Helena,1825-02-22,Bahia; port unspecified,Bahia,
570,Ambriz,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
571,Malembo,West Central Africa and St. Helena,1825-07-15,Bahia; port unspecified,Bahia,
572,Malembo,West Central Africa and St. Helena,1825-03-15,Bahia; port unspecified,Bahia,
573,Malembo,West Central Africa and St. Helena,1825-08-04,Bahia; port unspecified,Bahia,
574,Malembo,West Central Africa and St. Helena,1825-01-23,Bahia; port unspecified,Bahia,
443,Whydah,Bight of Benin,1824-04-??,Cabanas,Cuba,
444,Africa.; port unspecified,Other Africa,,Cabanas,Cuba,
445,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-08-23,Matanzas,Cuba,
446,Africa.; port unspecified,Other Africa,1824-05-??,Havana,Cuba,
447,Africa.; port unspecified,Other Africa,1824-10-??,Havana,Cuba,
448,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-09-16,Havana,Cuba,1825-07-24
449,Africa.; port unspecified,Other Africa,,Havana,Cuba,
450,Africa.; port unspecified,Other Africa,1824-07-??,Cuba; south coast,Cuba,
451,Africa.; port unspecified,Other Africa,1824-08-23,Cuba; port unspecified,Cuba,
452,River Brass,Bight of Biafra and Gulf of Guinea islands,1824-11-09,Havana,Cuba,1825-10-02
453,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
454,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
455,Africa.; port unspecified,Other Africa,1824-07-??,Havana,Cuba,
456,Africa.; port unspecified,Other Africa,1824-10-??,Cuba; port unspecified,Cuba,
457,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
458,Africa.; port unspecified,Other Africa,1824-11-??,Cuba; port unspecified,Cuba,
459,Bight of Benin; port unspecified,Bight of Benin,1824-07-13,Havana,Cuba,
460,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-07-08,Havana,Cuba,1825-03-27
461,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-08-08,Cuba; port unspecified,Cuba,1825-05-24
462,Africa.; port unspecified,Other Africa,1824-12-??,Cuba; port unspecified,Cuba,
463,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
464,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
465,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-02-11,Cuba; port unspecified,Cuba,1826-04-11
2339,Whydah,Bight of Benin,,,,
2340,Gallinhas,Sierra Leone,1824-09-??,Cuba; port unspecified,Cuba,
2359,Whydah,Bight of Benin,1824-04-??,Cabanas,Cuba,
2360,Africa.; port unspecified,Other Africa,1824-06-??,Cabanas,Cuba,
2361,Africa.; port unspecified,Other Africa,1824-06-??,Bahia Honda,Cuba,
2362,Africa.; port unspecified,Other Africa,1824-08-12,Havana,Cuba,
2366,Gallinhas,Sierra Leone,1824-08-01,Cuba; port unspecified,Cuba,
2370,Calabar,Bight of Biafra and Gulf of Guinea islands,1825-05-15,Santiago de Cuba,Cuba,1825-11-??
2371,Bights,Other Africa,1825-02-22,Santiago de Cuba,Cuba,1826-02-06
2372,Bight of Benin; port unspecified,Bight of Benin,1825-06-26,,,
2376,Calabar,Bight of Biafra and Gulf of Guinea islands,,,,
2379,Bights,Other Africa,,Santiago de Cuba,Cuba,
2769,Madagascar,Southeast Africa and Indian Ocean islands,1824-02-24,Santiago de Cuba,Cuba,
2773,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-09-29,Puerto Rico; port unspecified,Puerto Rico,1826-01-09
2777,Madagascar,Southeast Africa and Indian Ocean islands,1825-05-04,,,
2779,Bonny,Bight of Biafra and Gulf of Guinea islands,,,,
2780,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-06-10,Americas; port unspecified,Americas,1826-02-14
2782,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-06-12,,,
2783,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-03-28,Americas; port unspecified,Americas,1826-07-15
2784,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-06-23,Santiago de Cuba,Cuba,1826-05-09
2786,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-02-16,,,
2787,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-02-22,,,
2788,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-03-26,St. Thomas,Danish West Indies,1826-04-11
2789,Grand Bassa,Windward Coast,1825-02-23,,,
2790,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-06-11,Americas; port unspecified,Americas,1826-09-21
2791,Grand Mesurado,Windward Coast,1825-01-01,,,
2792,Cape Mount (Cape Grand Mount),Windward Coast,1824-11-14,,,
2793,Gallinhas,Sierra Leone,1825-03-20,,,
2794,Gallinhas,Sierra Leone,1825-03-23,Martinique; port unspecified,Martinique,
2795,Gallinhas,Sierra Leone,1825-02-07,,,
2800,Bissagos,Senegambia and offshore Atlantic,1825-??-??,,,
2816,Sherbro,Sierra Leone,1825-02-13,Martinique; port unspecified,Martinique,
2820,Sherbro,Sierra Leone,1824-10-??,,,
2822,Sherbro,Sierra Leone,1824-08-08,,,
2823,Sherbro,Sierra Leone,1824-09-23,Martinique; port unspecified,Martinique,1825-06-14
2829,Cape Mount (Cape Grand Mount),Windward Coast,,,,
2833,,,,,,
2834,,,1825-06-08,,,
2836,Whydah,Bight of Benin,1824-11-17,Pernambuco; port unspecified,Pernambuco,
2838,,,1825-05-27,,,
2839,Rio Nun,Bight of Benin,,,,
2914,Lagos; Onim,Bight of Benin,1825-10-13,Bahia; port unspecified,Bahia,
2960,Badagry,Bight of Benin,1825-09-26,Bahia; port unspecified,Bahia,
2335,Calabar,Bight of Biafra and Gulf of Guinea islands,,,,
2336,Grand Mesurado,Windward Coast,1825-04-07,Havana,Cuba,1826-02-18
2337,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-02-11,Santiago de Cuba,Cuba,
549,Cabinda,West Central Africa and St. Helena,,Buenos Aires,Rio de la Plata,
2333,Gallinhas,Sierra Leone,,Freetown,Sierra Leone,
2345,Lagos; Onim,Bight of Benin,1825-05-05,Freetown,Sierra Leone,
2346,Gallinhas,Sierra Leone,1825-05-23,Freetown,Sierra Leone,
2347,Cameroons,Bight of Biafra and Gulf of Guinea islands,1825-06-18,Freetown,Sierra Leone,
2367,Popo,Bight of Benin,1825-06-14,Freetown,Sierra Leone,
2375,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1825-05-04,Freetown,Sierra Leone,
2824,Rio Pongo,Sierra Leone,1824-08-03,Freetown,Sierra Leone,
2948,Lagos; Onim,Bight of Benin,1824-08-23,Freetown,Sierra Leone,
2952,Lagos; Onim,Bight of Benin,1825-01-21,Freetown,Sierra Leone,
2953,Lagos; Onim,Bight of Benin,1825-07-14,Freetown,Sierra Leone,
2954,Whydah,Bight of Benin,1824-09-04,Freetown,Sierra Leone,
34430,Sherbro,Sierra Leone,1824-05-16,Freetown,Sierra Leone,
34496,Sierra Leone; port unspecified,Sierra Leone,1825-05-??,Freetown,Sierra Leone,
34530,Africa.; port unspecified,Other Africa,1825-??-??,Freetown,Sierra Leone,
